# Constructed from biom file
#OTU ID	st1_1	st1_2	st1_3	st1_4	st1_5	st1_6	st1_7	st2_1	st2_2	st2_3	st2_4	st2_5	st2_6	st2_7	st4_1	st4_2	st4_3	st4_4	st4_5	st4_6	st4_7	st5_1	st5_2	st5_3	st5_4	st5_5	st5_6	st5_7
d__Bacteria;p__FCPU426	5.5201346912864675e-05	0.00030035251900915286	0.00022566359200022567	0.00010665386820248237	6.632839186813915e-05	0.0	0.0	0.0014357501794687725	0.0004879854613986673	0.0015012463176977114	0.0006863217534790672	9.95775068637353e-05	6.787668164478775e-05	0.00014066676044450696	0.001699209095402867	0.001511852088159008	0.0005723641300730762	0.0003773228940665975	6.653094354184131e-05	4.475340871796402e-05	0.0002463661000246366	0.00077086446944073	0.00022775686285017618	0.0014522313779880885	0.0002932434053556909	0.0003297169144777127	0.0002406867595539272	0.00019303031862871262
d__Bacteria;__	0.008790814495873699	0.009769360881455602	0.015598995797015599	0.01614472929915077	0.01789208370643054	0.0066635693900577424	0.005671948202347739	0.0004737975592246949	0.00018509793363397724	0.0016145479265805575	0.0008177450679750588	0.00031295787871459663	0.0008552461887243256	0.0010198340132226754	0.0017146564508156205	0.0016089435066646324	0.00025290508072996394	0.0009747508096720435	0.0004257980386677844	0.0036996151206850256	0.0036681174892557004	0.00036183434279871	0.00024115432537077477	0.0009790323896548912	0.00045319435373152234	0.0004553233580882699	0.001898751103147648	0.0009780202810521438
d__Bacteria;p__Spirochaetota	0.0212525185614529	0.02749015950299562	0.034046994443034044	0.02471703395592529	0.02755944682121182	0.01764120262826044	0.014897089014054852	0.00580043072505384	0.002086558524601198	0.014998300475866757	0.005841036199821848	0.00357056488897108	0.004479860988555992	0.000949500633000422	0.01912382600098863	0.01618652648515195	0.0033543200181026796	0.010297770650567556	0.002900749138424281	0.0020139033923083807	0.0014508225890339712	0.01784000629277118	0.021918248683699307	0.023154116015338174	0.01704810524772403	0.010284027570614373	0.007033401973631428	0.003719050805579863
d__Bacteria;p__Bdellovibrionota	0.0005244127956722145	0.0005532809560694921	0.0008603424445008603	0.00017331253582903385	0.0001326567837362783	3.982212782903033e-05	6.579986313628468e-05	0.0032017229002153625	0.001329339705189473	0.001033877181055971	0.0019129393554416553	9.95775068637353e-05	0.00012217802696061795	0.0	0.00021626297577854672	0.0006380293216083887	0.0008518907982482995	9.433072351664937e-05	3.991856612510479e-05	7.458901452994004e-05	6.843502778462127e-05	0.00280028317470306	0.00021435940032957758	0.0004568817818389492	1.3329245697985951e-05	1.5700805451319653e-05	8.022891985130907e-05	0.0
d__Archaea;p__Asgardarchaeota	0.029601722282023683	0.03074661313014749	0.03820766692053821	0.004172832593422123	0.003764136238516897	0.0011415676644322028	0.0006316786861083329	1.4357501794687724e-05	0.0	0.0007364604577384999	4.3807771498663866e-05	4.267607437017227e-05	0.0001357533632895755	7.033338022225348e-05	0.0012666831438457736	0.0010680056035618681	2.662158744525936e-05	0.0011162468949470175	0.00043910422737615263	0.0007309723423934123	0.0002463661000246366	3.1463855895539996e-05	9.378223764419019e-05	0.0012074732805743657	0.005091771856630633	0.0017427894050964815	0.0006819458187361271	0.00037319194934884437
d__Archaea;p__Thermoplasmatota	0.0073279788026827854	0.0099906732638834	0.016656793884516657	0.012611819914943541	0.012486319769177197	0.013300590694896131	0.006579986313628467	0.0005886575735821967	0.00018509793363397724	0.004404600045320644	0.002862107737912706	0.0003983100274549412	0.00042083542619768407	0.0005626670417780279	0.009561913000494315	0.002649208704939179	0.0003593914305110014	0.0007074804263748703	0.00015967426450041916	0.0031029030044455053	0.0040650406504065045	0.00306772594981515	0.01710855963880441	0.0032308068858611406	0.001626167975154286	0.0004867249689909092	0.00030754419276335143	0.00024450507026303595
d__Bacteria;p__Firmicutes	0.22322044657889653	0.3820167881250099	0.0991932526585992	0.0551533815942087	0.01568666467681491	0.0043273378907546295	0.011225456651050165	0.0027135678391959797	0.002389446052365888	0.005636755041921595	0.0035776346723908822	0.0011380286498712605	0.0020091497766857175	0.0007033338022225348	0.0021780771131982204	0.01708808965698989	0.001371011753430857	0.001053359745935918	0.0017564169095046105	0.0005072052988035922	0.00032848813336618213	0.03918823251789507	0.05869428330274246	0.027004976747980747	0.02152673180224731	0.003956602973732552	0.0062177412884764525	0.018929839913522418
d__Bacteria;p__Bacteroidota	0.05068863680273799	0.03923552379898512	0.0611971453555612	0.04511458624965004	0.05127184691407157	0.03226919758412425	0.02079275675106596	0.0026417803302225414	0.0014303022144443696	0.0009630636755041922	0.0014748616404550168	0.0004267607437017227	0.0035431627818579207	0.0023913349275566185	0.0008032624814631735	0.0009431737797689225	0.0016771600090513398	0.0023268245134106845	0.0011975569837531436	0.00560909389265149	0.007445731022966796	0.00286321088649414	0.0019292346029661982	0.0067716406951129965	0.0019460698719059488	0.001899797459609678	0.003971331532639799	0.0015185051732125392
d__Bacteria;p__SAR324_clade(Marine_group_B)	0.0016698407441141565	0.001881155250636273	0.0023835716905023837	0.000493274140436481	0.00034822405730773056	6.637021304838388e-05	1.3159972627256935e-05	0.0005312275664034458	0.0002355791882614256	0.0009913890777249036	0.0013434383259590251	0.00011380286498712605	5.43013453158302e-05	0.0	0.0024097874443895204	0.0036339930926390833	0.00025290508072996394	0.0002672703832971732	0.00015967426450041916	8.950681743592804e-05	6.843502778462127e-05	0.0010540391725005899	0.0001607695502471832	0.0008158603247124093	0.0002532556682617331	0.00010990563815923757	4.011445992565454e-05	2.5737375817161683e-05
d__Bacteria;p__LCP-89	0.0014490353564626977	0.0024818602886545788	0.002045076302502045	0.0018264474929675105	0.00238782210725301	0.001181389792261233	0.0008159183028899299	0.0	0.0	0.0	0.0	0.0	1.357533632895755e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008055613569233523	0.0006022282445046673	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__CK-2C2-2	0.0004278104385747012	0.0006639371472833905	0.0008885503935008886	0.00045327893986055006	0.0002984777634066262	0.000119466383487091	0.00014475969889982628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017901363487185607	6.843502778462127e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Sva0485	0.003215478457674367	0.0037939265559050884	0.01710812106851711	0.05183377994640643	0.052847146220939875	0.05653414747461339	0.04182239300942254	0.0003445800430725054	0.0002692333580130578	0.007619533197371403	0.010031979673194025	0.01973057171714298	0.015543760096656395	0.016739344492896328	0.008696861097380128	0.009057242326310387	0.00011979714350366713	0.027874728799169888	0.021462882386598006	0.01675269266342453	0.01675289480167529	0.00014158735152993	0.00037512895057676077	0.011650485436893204	0.015155352358610026	0.021353095413794727	0.027063888963174926	0.02113038554588974
d__Archaea;p__Halobacterota	0.0008556208771494025	0.0009484816389762721	0.0022425319455022423	0.006679198496180459	0.00668258548071502	0.0035574434193933763	0.004684950255303469	0.0006317300789662599	3.3654169751632225e-05	0.004291298436437797	0.001810721221944773	0.002574789820333727	0.00266076592047568	0.0021275847517231677	0.017702669303015325	0.0072402457799908455	0.0006122965112409653	0.004323491494513096	0.0047103908027623645	0.0038487931497449054	0.003257507322547973	0.030378352867143868	0.08385471791642662	0.0323733376845884	0.017434653372965625	0.005024257744422289	0.005549166956382211	0.0026895557728933957
d__Bacteria;p__Sumerlaeota	0.0005520134691286467	0.0005058568741206785	0.0008744464190008744	0.0014264954872082016	0.0017908665804397571	0.001075197451383819	0.0005921987682265621	0.0	0.0	9.913890777249037e-05	0.0	1.4225358123390757e-05	0.00012217802696061795	0.0	3.089471082550667e-05	0.0	0.0	3.144357450554979e-05	3.991856612510479e-05	0.00016409583196586806	2.7374011113848512e-05	0.00023597891921655	1.3397462520598599e-05	3.263441298849637e-05	0.0	3.140161090263931e-05	0.0001203433797769636	1.2868687908580842e-05
d__Bacteria;p__Myxococcota	0.0020700505092324253	0.0023870121247569517	0.0034695777270034697	0.0015731445559866149	0.0010612542698902265	0.00038494723568062656	0.0006579986313628468	0.01425699928212491	0.0077741132126270445	0.003838092000906413	0.004731239321855697	0.00035563395308476893	0.0004887121078424718	0.0001758334505556337	0.0012048937221947602	0.0014147606696533837	0.00790661147124203	0.0009433072351664937	0.0003193485290008383	0.0013724378673508966	0.001231830500123183	0.01252261464642492	0.001969426990527994	0.0023659949416659867	0.0004931820908254802	0.00018840966541583583	0.0008424036584387452	0.00034745457353168273
d__Bacteria;p__Elusimicrobiota	5.5201346912864675e-05	3.1616054632542404e-05	0.00014103974500014103	0.00022663946993027503	0.00024873146950552184	0.00015928851131612133	0.00014475969889982628	0.0018521177315147163	0.000740391734535909	0.0022093813732154996	0.0016792979074487814	0.00018492965560407983	0.011376131843666426	0.008633422422281614	0.0003398418190805734	0.0006102889163210675	0.0006389180986862247	0.0006760368518693205	0.003912019480260269	0.006713011307694603	0.005447428211655854	0.00124282230787383	0.0003215391004943664	0.0019743819858040303	0.0003998773709395785	0.0005652289962475075	0.0031422993608429383	0.0020847274411900964
d__Bacteria;p__Cyanobacteria	0.00020700505092324253	0.0005848970107020344	8.462384700008462e-05	3.999520057593089e-05	0.00023214937153848706	1.3274042609676777e-05	2.631994525451387e-05	0.0060732232591529075	0.0027596419196338428	0.002733401314298663	0.0033439932243980084	0.00015647893935729831	0.0001629040359474906	0.0	0.0004170785961443401	0.0010263949956308862	0.0007320936547446324	0.00022010502153884854	0.00011975569837531436	0.0	2.7374011113848512e-05	0.00302053016597184	0.0006832705885505286	0.0011258872481031247	0.00018660943977180333	9.420483270791791e-05	0.0002406867595539272	0.0
d__Bacteria;p__Modulibacteria	6.900168364108084e-05	4.7424081948813605e-05	0.00026797551550026796	0.0003199616046074471	0.00024873146950552184	0.00010619234087741422	0.00014475969889982628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6317206494248183e-05	0.0	0.0	0.0	0.0
d__Archaea;p__Aenigmarchaeota	0.0005244127956722145	0.0006955532019159329	0.0005641589800005641	0.0015731445559866149	0.0019235233641760356	0.003092851928054689	0.004540190556403642	2.871500358937545e-05	0.0	0.0007647858599592114	0.000730129524977731	0.00014225358123390756	0.00023078071759227836	0.0006330004220002813	0.00021626297577854672	0.00015257222908026687	0.0	0.00020438323428607365	0.00041249184995941613	0.006175970403079035	0.005378993183871233	3.1463855895539996e-05	5.3589850082394395e-05	0.00027739251040221914	0.000546499073617424	0.0004239217471856306	0.0010830904179926725	0.001621454676481186
d__Bacteria;p__Zixibacteria	0.0028428693660125307	0.00341453390031458	0.006558348142506558	0.0061992560892692875	0.008606108844891056	0.0027477268202030928	0.002434594936042533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.662158744525936e-05	1.5721787252774896e-05	0.0	0.0002834382552137721	0.00032848813336618213	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__MBNT15	0.0004830117854875659	0.0006323210926508481	0.0013257736030013259	0.0003999520057593089	0.000630119722747322	0.00029202893741288907	0.0003026793704269095	0.0	0.0	0.0015862225243598459	0.00045268030548619326	7.112679061695378e-05	5.43013453158302e-05	3.516669011112674e-05	0.0	0.0	0.0	0.000455931830330472	0.0005854723031682035	0.0006563833278634722	0.00038323615559387916	0.0	2.6794925041197197e-05	0.0004895161948274456	0.00011996321128187356	0.00025121288722111445	0.0005749739256010483	0.0005147475163432337
d__Bacteria;p__WS1	0.0012696309789958875	0.0017863070867386458	0.003906800936503907	0.002013091762321855	0.002503896793022253	0.0013274042609676777	0.0009211980839079855	1.4357501794687724e-05	0.0	0.0	1.460259049955462e-05	5.6901432493563027e-05	0.0005837394621451747	0.0007736671824447882	1.5447355412753335e-05	4.161060793098187e-05	2.662158744525936e-05	1.5721787252774896e-05	0.00015967426450041916	0.00022376704358982008	0.0005064192056061975	1.5731927947769998e-05	2.6794925041197197e-05	9.790323896548911e-05	6.664622848992976e-05	0.00015700805451319654	0.00085577514508063	0.00047614145261749114
d__Bacteria;p__Schekmanbacteria	0.00023460572437967488	0.00023712040974406803	0.00055005500550055	0.001493154154834753	0.001724538188571618	0.00037167319307094973	5.263989050902774e-05	0.0	0.0	1.4162701110355767e-05	0.0002920518099910924	0.0	0.0	0.0	1.5447355412753335e-05	0.0	0.0	3.144357450554979e-05	0.0	1.4917802905988006e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.3371486641884844e-05	2.5737375817161683e-05
d__Bacteria;p__WPS-2	4.1401010184648506e-05	1.5808027316271202e-05	5.641589800005642e-05	1.3331733525310296e-05	8.291048983517395e-05	0.00010619234087741422	2.631994525451387e-05	0.01998564249820531	0.019940095577842095	0.004107183322003173	0.0038258787108833106	4.267607437017227e-05	0.0002172053812633208	8.791672527781685e-05	0.00018536826495304005	0.00031901466080419436	0.006216140668468061	4.7165361758324685e-05	3.991856612510479e-05	8.950681743592804e-05	4.1061016670772766e-05	0.0100684338865728	0.0006162832759475356	0.0029697315819531694	0.00021326793116777521	0.0	0.00040114459925654535	2.5737375817161683e-05
d__Archaea;p__Hadarchaeota	2.7600673456432338e-05	1.5808027316271202e-05	0.0014668133480014668	0.0020797504299484063	0.002520478890989288	0.0015530629853321828	0.003053113649523609	0.0	1.6827084875816113e-05	2.8325402220711535e-05	0.0002190388574933193	0.000640141115552584	0.009000447986098855	0.010884090589393726	0.00012357884330202668	0.0	0.0	0.00023582680879162342	0.006639788165475763	0.015171405555389803	0.01652021570720758	3.1463855895539996e-05	2.6794925041197197e-05	0.0002447580974137228	0.0015062047638724125	0.002480727261308505	0.008437408071029337	0.03290523498224121
d__Bacteria;p__RCP2-54	0.0002208053876514587	0.00028454449169288163	0.00019745564300019747	6.665866762655148e-05	0.0	0.0	0.0	0.004996410624551328	0.0019519418455946692	0.012434851574892363	0.008761554299732773	0.00031295787871459663	0.0009909995520139012	0.00012308341538894358	0.01092128027681661	0.0020389197886181115	0.001171349847591412	0.0006288714901109958	0.00014636807579205088	5.9671211623952024e-05	1.3687005556924256e-05	0.0017147801463069298	0.00021435940032957758	0.00027739251040221914	2.6658491395971902e-05	1.5700805451319653e-05	0.00020057229962827268	6.434343954290421e-05
d__Archaea;p__Micrarchaeota	9.660235709751317e-05	0.00018969632779525442	4.231192350004231e-05	0.00014664906877841325	1.658209796703479e-05	9.291829826773743e-05	0.0	0.0002440775305096913	0.00016827084875816113	0.00036823022886924993	0.00037966735298842016	0.0	0.00017647937227644814	7.033338022225348e-05	4.634206623826001e-05	0.00011096162114928499	3.9932381167889044e-05	0.0002672703832971732	0.0002128990193338922	0.0007608079482053883	0.0009307163778708495	0.00028317470305986	0.000267949250411972	0.0006690054662641756	0.00019993868546978926	0.00012560644361055723	0.0006953173053780119	0.0010681010964122097
d__Bacteria;p__TA06	0.0015870387237448594	0.0016756508955247476	0.0012693577050012694	0.0032262795131250918	0.0030013597320332967	0.0013937744740160616	0.0018950360583249986	0.0	0.0	0.0	0.0	2.8450716246781513e-05	0.0007602188344216228	0.00161766774511183	0.0	0.0	0.0	0.00025154859604439834	0.0009580455870025149	0.002342095056240117	0.00128657852235088	3.1463855895539996e-05	6.6987312602993e-05	0.0011258872481031247	0.0016928142036442158	0.0018840966541583584	0.0027411547615863933	0.0031785659134194676
d__Bacteria;p__WS4	0.00012420303055394553	9.484816389762721e-05	8.462384700008462e-05	0.00010665386820248237	6.632839186813915e-05	0.0	6.579986313628468e-05	0.0004881550610193826	8.413542437908056e-05	5.665080444142307e-05	2.920518099910924e-05	0.0	0.0	0.0	0.0005097627286208601	0.0007351207401140131	0.0001331079372262968	7.860893626387447e-05	0.0	1.4917802905988006e-05	0.0	0.00193502713757571	0.0005225010383033454	0.0001142204454597373	0.0	3.140161090263931e-05	2.674297328376969e-05	0.0
d__Archaea;p__Altiarchaeota	4.1401010184648506e-05	1.5808027316271202e-05	2.820794900002821e-05	0.00011998560172779267	0.00024873146950552184	0.00019911063914515166	1.3159972627256935e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9835605811976012e-05	2.7374011113848512e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Euryarchaeota	0.0018354447848527504	0.001881155250636273	0.0022143239965022143	0.0005332693410124118	0.0004477166451099393	0.00015928851131612133	0.00023687950729062482	0.0006604450825556354	0.00010096250925489668	1.4162701110355767e-05	0.0	2.8450716246781513e-05	0.0	1.758334505556337e-05	0.0	0.00011096162114928499	0.0004126346054015201	0.0	2.6612377416736524e-05	1.4917802905988006e-05	0.0	6.292771179107999e-05	0.00045551372570035235	4.8951619482744554e-05	0.0	3.140161090263931e-05	8.022891985130907e-05	0.0
d__Bacteria;p__Hydrogenedentes	0.00019320471419502635	0.00023712040974406803	0.0003102874390003103	0.00027996640403151623	0.0002653135674725566	0.00019911063914515166	9.211980839079855e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.950681743592804e-05	4.1061016670772766e-05	0.0	0.0	0.0	0.0	3.140161090263931e-05	0.0	0.0
d__Bacteria;p__Fibrobacterota	0.0003174077447489719	0.0006007050380183057	0.0014386053990014386	0.0007999040115186178	0.0005140450369780785	0.0007433463861418995	0.00046059904195399276	0.0	0.0	1.4162701110355767e-05	0.0	0.00011380286498712605	4.072600898687265e-05	3.516669011112674e-05	0.0	0.0	2.662158744525936e-05	0.00011005251076942427	1.3306188708368262e-05	0.0002386848464958081	0.0003148011278092579	7.865963973885e-05	5.3589850082394395e-05	0.00040793016235620463	0.0008530717246711009	0.0006908354398580647	0.00041451608589843016	7.721212745148504e-05
d__Bacteria;p__Gemmatimonadota	0.0010212249178879966	0.0007904013658135601	0.001509125271501509	0.001439827220733512	0.0016913739926375485	0.0005309617043870711	0.0005132389324630205	0.001148600143575018	0.00121155011105876	0.0003257421255381826	0.0005841036199821848	1.4225358123390757e-05	0.0002986573992370661	5.275003516669011e-05	0.0	0.0	0.00022628349328470456	4.7165361758324685e-05	6.653094354184131e-05	0.00017901363487185607	0.00019161807779693958	7.865963973885e-05	0.0	0.00014685485844823367	7.99754741879157e-05	9.420483270791791e-05	0.0002139437862701575	0.0004890101405260719
